filename,capture_type,experiment_type,series,fixed_axis,x_voltage_v,y_voltage_v,rotation_degrees,exposure_us,timestamp,camera_serial,image_height,image_width,minimum_value,maximum_value
init_Xp1d000_Yn1d000_2026-08-18T14-11-31.351.tif,initialization,rotation,,,1.0,-1.0,,91,2026-08-18T14:11:31.351,32335,1080,1440,1,1022
rotation_Dp350d000_Xp1d000_Yn1d000_2026-08-18T14-11-38.453.tif,scan_point,rotation,,,1.0,-1.0,350.0,91,2026-08-18T14:11:38.453,32335,1080,1440,1,1022
